Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand,Year,Month,Week,Day,Quarter,Net_Price,Discount_Flag,Stock_Gap,Stockout_Risk,Demand_to_Inventory_Ratio
2022-05-17,S002,P0005,Electronics,South,790.0,65.0,0,86.76,0,Cloudy,0,75.92,Spring,1,62.0,2022,5,20,17,2,86.76,0,725.0,0,0.07838179519595449
2022-05-17,S002,P0006,Clothing,South,81.0,81.0,108,61.73,10,Cloudy,0,53.72,Spring,1,93.0,2022,5,20,17,2,55.556999999999995,1,0.0,0,1.1341463414634145
2022-05-17,S002,P0007,Toys,South,243.0,10.0,0,18.53,10,Cloudy,0,22.28,Spring,1,12.0,2022,5,20,17,2,16.677000000000003,1,233.0,0,0.04918032786885246
2022-05-17,S002,P0008,Groceries,South,94.0,17.0,0,17.94,10,Cloudy,0,15.99,Spring,1,18.0,2022,5,20,17,2,16.146,1,77.0,0,0.18947368421052632
2022-05-17,S002,P0009,Groceries,South,154.0,46.0,146,52.01,10,Cloudy,0,46.22,Spring,1,62.0,2022,5,20,17,2,46.809,1,108.0,0,0.4
2022-05-17,S002,P0010,Groceries,South,145.0,70.0,0,86.15,0,Cloudy,0,74.47,Spring,1,74.0,2022,5,20,17,2,86.15,0,75.0,0,0.5068493150684932
2022-05-17,S002,P0011,Groceries,South,0.0,0.0,0,87.41,0,Cloudy,0,74.7,Spring,1,59.0,2022,5,20,17,2,87.41,0,0.0,0,59.0
2022-05-17,S002,P0012,Electronics,South,390.0,56.0,0,57.72,10,Cloudy,1,54.47,Spring,1,61.0,2022,5,20,17,2,51.948,1,334.0,0,0.15601023017902813
2022-05-17,S002,P0013,Groceries,South,334.0,66.0,0,19.05,5,Cloudy,0,18.92,Spring,1,55.0,2022,5,20,17,2,18.0975,1,268.0,0,0.16417910447761194
2022-05-17,S002,P0014,Electronics,South,514.0,79.0,0,103.21,15,Cloudy,1,114.08,Spring,1,87.0,2022,5,20,17,2,87.7285,1,435.0,0,0.16893203883495145
2022-05-17,S002,P0015,Clothing,South,816.0,101.0,0,61.07,25,Cloudy,1,55.17,Spring,1,134.0,2022,5,20,17,2,45.8025,1,715.0,0,0.16401468788249693
2022-05-17,S002,P0016,Clothing,South,90.0,90.0,362,84.62,20,Cloudy,1,100.5,Spring,1,153.0,2022,5,20,17,2,67.69600000000001,1,0.0,0,1.6813186813186813
2022-05-17,S002,P0017,Toys,South,206.0,20.0,0,14.24,15,Cloudy,1,14.21,Spring,1,23.0,2022,5,20,17,2,12.104,1,186.0,0,0.1111111111111111
2022-05-17,S002,P0018,Clothing,South,108.0,108.0,111,25.23,10,Cloudy,0,28.4,Spring,1,97.0,2022,5,20,17,2,22.707,1,0.0,0,0.8899082568807339
2022-05-17,S002,P0019,Clothing,South,541.0,56.0,0,58.79,25,Cloudy,1,51.57,Spring,1,51.0,2022,5,20,17,2,44.0925,1,485.0,0,0.0940959409594096
2022-05-17,S002,P0020,Furniture,South,122.0,24.0,0,101.77,10,Cloudy,0,90.69,Spring,1,27.0,2022,5,20,17,2,91.593,1,98.0,0,0.21951219512195122
2022-05-17,S003,P0001,Toys,East,228.0,33.0,0,11.72,15,Rainy,1,13.18,Spring,1,41.0,2022,5,20,17,2,9.962,1,195.0,0,0.17903930131004367
2022-05-17,S003,P0002,Groceries,East,627.0,40.0,0,37.22,25,Rainy,1,42.06,Spring,1,62.0,2022,5,20,17,2,27.915,1,587.0,0,0.09872611464968153
2022-05-17,S003,P0003,Electronics,East,110.0,27.0,50,76.79,0,Rainy,0,71.13,Spring,1,40.0,2022,5,20,17,2,76.79,0,83.0,0,0.36036036036036034
2022-05-17,S003,P0004,Groceries,East,110.0,71.0,0,19.25,10,Rainy,0,20.4,Spring,1,75.0,2022,5,20,17,2,17.325,1,39.0,0,0.6756756756756757
2022-05-17,S003,P0005,Toys,East,419.0,18.0,0,17.62,5,Rainy,0,17.48,Spring,1,28.0,2022,5,20,17,2,16.739,1,401.0,0,0.06666666666666667
2022-05-17,S003,P0006,Toys,East,84.0,42.0,50,30.24,10,Rainy,0,26.24,Spring,1,39.0,2022,5,20,17,2,27.215999999999998,1,42.0,0,0.4588235294117647
2022-05-17,S003,P0007,Groceries,East,333.0,97.0,0,16.78,0,Rainy,0,19.45,Spring,1,107.0,2022,5,20,17,2,16.78,0,236.0,0,0.3203592814371258
2022-05-17,S003,P0008,Clothing,East,158.0,44.0,0,103.18,0,Rainy,0,89.7,Spring,1,50.0,2022,5,20,17,2,103.18,0,114.0,0,0.31446540880503143
2022-05-17,S003,P0009,Groceries,East,207.0,76.0,0,46.17,10,Rainy,0,42.47,Spring,1,67.0,2022,5,20,17,2,41.553000000000004,1,131.0,0,0.32211538461538464
2022-05-17,S003,P0010,Groceries,East,138.0,40.0,0,35.23,0,Rainy,0,34.53,Spring,1,54.0,2022,5,20,17,2,35.23,0,98.0,0,0.38848920863309355
2022-05-17,S003,P0011,Electronics,East,231.0,16.0,0,94.53,5,Rainy,0,93.33,Spring,1,24.0,2022,5,20,17,2,89.8035,1,215.0,0,0.10344827586206896
2022-05-17,S003,P0012,Furniture,East,105.0,50.0,0,75.9,15,Rainy,1,83.73,Spring,1,48.0,2022,5,20,17,2,64.515,1,55.0,0,0.4528301886792453
2022-05-17,S003,P0013,Groceries,East,596.0,32.0,0,56.54,10,Rainy,0,52.07,Spring,1,43.0,2022,5,20,17,2,50.886,1,564.0,0,0.07202680067001675
2022-05-17,S003,P0014,Groceries,East,122.0,63.0,320,75.93,25,Rainy,1,65.67,Spring,1,102.0,2022,5,20,17,2,56.947500000000005,1,59.0,0,0.8292682926829268
2022-05-17,S003,P0015,Groceries,East,223.0,96.0,0,80.15,20,Rainy,1,73.6,Spring,1,89.0,2022,5,20,17,2,64.12,1,127.0,0,0.39732142857142855
2022-05-17,S003,P0016,Electronics,East,174.0,64.0,0,76.3,15,Rainy,1,86.03,Spring,1,64.0,2022,5,20,17,2,64.85499999999999,1,110.0,0,0.3657142857142857
2022-05-17,S003,P0017,Furniture,East,386.0,22.0,0,90.49,10,Rainy,1,96.95,Spring,1,26.0,2022,5,20,17,2,81.441,1,364.0,0,0.06718346253229975
2022-05-17,S003,P0018,Furniture,East,224.0,27.0,0,105.2,5,Rainy,0,125.61,Spring,1,25.0,2022,5,20,17,2,99.94,1,197.0,0,0.1111111111111111
2022-05-17,S003,P0019,Groceries,East,126.0,27.0,0,40.51,10,Rainy,1,47.96,Spring,1,42.0,2022,5,20,17,2,36.458999999999996,1,99.0,0,0.33070866141732286
2022-05-17,S003,P0020,Clothing,East,714.0,130.0,0,86.24,0,Rainy,0,85.65,Spring,1,126.0,2022,5,20,17,2,86.24,0,584.0,0,0.17622377622377622
2022-05-17,S004,P0001,Groceries,West,363.0,71.0,0,7.77,20,Sunny,1,8.39,Spring,1,60.0,2022,5,20,17,2,6.216,1,292.0,0,0.16483516483516483
2022-05-17,S004,P0002,Groceries,West,167.0,53.0,161,16.62,15,Sunny,1,15.42,Spring,1,72.0,2022,5,20,17,2,14.127,1,114.0,0,0.42857142857142855
2022-05-17,S004,P0003,Furniture,West,337.0,46.0,0,110.24,10,Sunny,0,121.77,Spring,1,40.0,2022,5,20,17,2,99.216,1,291.0,0,0.11834319526627218
2022-05-17,S004,P0004,Groceries,West,209.0,102.0,0,57.55,10,Sunny,0,53.87,Spring,1,137.0,2022,5,20,17,2,51.795,1,107.0,0,0.6523809523809524
2022-05-17,S004,P0005,Clothing,West,138.0,118.0,106,79.59,0,Sunny,0,72.32,Spring,1,106.0,2022,5,20,17,2,79.59,0,20.0,0,0.762589928057554
2022-05-17,S004,P0006,Groceries,West,162.0,71.0,196,33.11,10,Sunny,0,28.72,Spring,1,85.0,2022,5,20,17,2,29.799,1,91.0,0,0.5214723926380368
2022-05-17,S004,P0007,Groceries,West,155.0,48.0,0,23.55,0,Sunny,0,25.21,Spring,1,43.0,2022,5,20,17,2,23.55,0,107.0,0,0.27564102564102566
2022-05-17,S004,P0008,Furniture,West,64.0,24.0,50,76.28,5,Sunny,0,90.54,Spring,1,23.0,2022,5,20,17,2,72.466,1,40.0,0,0.35384615384615387
2022-05-17,S004,P0009,Clothing,West,439.0,87.0,0,117.76,0,Sunny,0,124.99,Spring,1,101.0,2022,5,20,17,2,117.76,0,352.0,0,0.22954545454545455
2022-05-17,S004,P0010,Groceries,West,541.0,91.0,0,26.29,0,Sunny,0,29.36,Spring,1,102.0,2022,5,20,17,2,26.29,0,450.0,0,0.1881918819188192
2022-05-17,S004,P0011,Clothing,West,544.0,70.0,0,58.71,10,Sunny,0,51.04,Spring,1,107.0,2022,5,20,17,2,52.839,1,474.0,0,0.1963302752293578
2022-05-17,S004,P0012,Electronics,West,67.0,46.0,50,78.03,20,Sunny,1,90.24,Spring,1,49.0,2022,5,20,17,2,62.42400000000001,1,21.0,0,0.7205882352941176
2022-05-17,S004,P0013,Groceries,West,422.0,124.0,325,20.6,5,Sunny,0,22.33,Spring,1,115.0,2022,5,20,17,2,19.57,1,298.0,0,0.2718676122931442
2022-05-17,S004,P0014,Furniture,West,72.0,50.0,74,135.41,10,Sunny,1,156.11,Spring,1,46.0,2022,5,20,17,2,121.869,1,22.0,0,0.6301369863013698
2022-05-17,S004,P0015,Furniture,West,236.0,54.0,158,83.9,10,Sunny,1,76.1,Spring,1,50.0,2022,5,20,17,2,75.51,1,182.0,0,0.2109704641350211
2022-05-17,S004,P0016,Furniture,West,49.0,44.0,0,89.88,20,Sunny,1,87.48,Spring,1,48.0,2022,5,20,17,2,71.904,1,5.0,0,0.96
2022-05-17,S004,P0017,Clothing,West,162.0,162.0,162,103.2,15,Sunny,1,120.73,Spring,1,169.0,2022,5,20,17,2,87.72,1,0.0,0,1.0368098159509203
2022-05-17,S004,P0018,Furniture,West,66.0,5.0,50,114.59,10,Sunny,0,104.96,Spring,1,4.0,2022,5,20,17,2,103.131,1,61.0,0,0.05970149253731343
2022-05-17,S004,P0019,Clothing,West,183.0,169.0,136,64.77,15,Sunny,1,59.08,Spring,1,157.0,2022,5,20,17,2,55.0545,1,14.0,0,0.8532608695652174
2022-05-17,S004,P0020,Furniture,West,86.0,55.0,0,111.72,10,Sunny,0,105.1,Spring,1,46.0,2022,5,20,17,2,100.548,1,31.0,0,0.5287356321839081
2022-05-17,S005,P0001,Groceries,North,126.0,94.0,366,11.34,20,Sunny,1,12.49,Spring,1,152.0,2022,5,20,17,2,9.072000000000001,1,32.0,0,1.1968503937007875
2022-05-17,S005,P0002,Electronics,North,213.0,64.0,199,31.93,20,Sunny,1,29.11,Spring,1,69.0,2022,5,20,17,2,25.544,1,149.0,0,0.32242990654205606
2022-05-17,S005,P0003,Toys,North,114.0,42.0,68,26.41,5,Sunny,0,24.5,Spring,1,57.0,2022,5,20,17,2,25.089499999999997,1,72.0,0,0.4956521739130435
2022-05-17,S005,P0004,Groceries,North,118.0,99.0,85,7.33,0,Sunny,0,8.33,Spring,1,83.0,2022,5,20,17,2,7.33,0,19.0,0,0.6974789915966386
2022-05-17,S005,P0005,Groceries,North,234.0,68.0,163,15.58,0,Sunny,0,17.87,Spring,1,84.0,2022,5,20,17,2,15.58,0,166.0,0,0.3574468085106383
2022-05-17,S005,P0006,Groceries,North,816.0,73.0,0,60.24,0,Sunny,0,67.1,Spring,1,102.0,2022,5,20,17,2,60.24,0,743.0,0,0.12484700122399021
2022-05-17,S005,P0007,Groceries,North,140.0,80.0,0,77.89,0,Sunny,0,66.79,Spring,1,68.0,2022,5,20,17,2,77.89,0,60.0,0,0.48226950354609927
2022-05-17,S005,P0008,Groceries,North,68.0,68.0,79,56.69,10,Sunny,0,52.97,Spring,1,84.0,2022,5,20,17,2,51.021,1,0.0,0,1.2173913043478262
2022-05-17,S005,P0009,Groceries,North,466.0,53.0,0,89.91,0,Sunny,0,96.99,Spring,1,79.0,2022,5,20,17,2,89.91,0,413.0,0,0.16916488222698073
2022-05-17,S005,P0010,Groceries,North,158.0,71.0,0,61.3,0,Sunny,0,67.39,Spring,1,106.0,2022,5,20,17,2,61.3,0,87.0,0,0.6666666666666666
2022-05-17,S005,P0011,Electronics,North,214.0,21.0,0,62.75,0,Sunny,0,66.82,Spring,1,29.0,2022,5,20,17,2,62.75,0,193.0,0,0.13488372093023257
2022-05-17,S005,P0012,Furniture,North,412.0,48.0,0,114.68,10,Sunny,1,126.43,Spring,1,70.0,2022,5,20,17,2,103.212,1,364.0,0,0.1694915254237288
2022-05-17,S005,P0013,Groceries,North,145.0,98.0,319,83.34,0,Sunny,0,81.15,Spring,1,117.0,2022,5,20,17,2,83.34,0,47.0,0,0.8013698630136986
2022-05-17,S005,P0014,Furniture,North,225.0,29.0,0,122.0,15,Sunny,1,136.14,Spring,1,37.0,2022,5,20,17,2,103.7,1,196.0,0,0.16371681415929204
2022-05-17,S005,P0015,Groceries,North,238.0,185.0,353,51.37,20,Sunny,1,45.23,Spring,1,164.0,2022,5,20,17,2,41.096000000000004,1,53.0,0,0.6861924686192469
2022-05-17,S005,P0016,Toys,North,192.0,25.0,0,25.28,15,Sunny,1,21.96,Spring,1,37.0,2022,5,20,17,2,21.488,1,167.0,0,0.19170984455958548
2022-05-17,S005,P0017,Toys,North,115.0,33.0,50,27.74,15,Sunny,1,24.85,Spring,1,42.0,2022,5,20,17,2,23.578999999999997,1,82.0,0,0.3620689655172414
2022-05-17,S005,P0018,Clothing,North,162.0,162.0,220,26.79,10,Sunny,0,25.54,Spring,1,185.0,2022,5,20,17,2,24.111,1,0.0,0,1.1349693251533743
2022-05-17,S005,P0019,Furniture,North,129.0,21.0,0,93.13,25,Sunny,1,81.73,Spring,1,31.0,2022,5,20,17,2,69.8475,1,108.0,0,0.23846153846153847
2022-05-17,S005,P0020,Toys,North,103.0,27.0,50,25.81,5,Sunny,0,25.48,Spring,1,45.0,2022,5,20,17,2,24.519499999999997,1,76.0,0,0.4326923076923077
2022-05-18,S001,P0001,Electronics,North,190.0,46.0,0,58.95,5,Cloudy,0,56.25,Spring,1,41.0,2022,5,20,18,2,56.0025,1,144.0,0,0.21465968586387435
2022-05-18,S001,P0002,Clothing,North,210.0,31.0,0,47.95,10,Cloudy,0,50.54,Spring,1,40.0,2022,5,20,18,2,43.155,1,179.0,0,0.1895734597156398
2022-05-18,S001,P0003,Clothing,North,376.0,75.0,0,54.49,5,Cloudy,0,49.6,Spring,1,92.0,2022,5,20,18,2,51.7655,1,301.0,0,0.2440318302387268
2022-05-18,S001,P0004,Electronics,North,103.0,61.0,0,88.32,5,Cloudy,0,93.7,Spring,1,53.0,2022,5,20,18,2,83.904,1,42.0,0,0.5096153846153846
2022-05-18,S001,P0005,Groceries,North,294.0,53.0,0,52.16,5,Cloudy,0,58.2,Spring,1,76.0,2022,5,20,18,2,49.55199999999999,1,241.0,0,0.2576271186440678
2022-05-18,S001,P0006,Toys,North,43.0,36.0,0,32.27,10,Cloudy,1,37.46,Spring,1,57.0,2022,5,20,18,2,29.043000000000003,1,7.0,0,1.2954545454545454
2022-05-18,S001,P0007,Groceries,North,456.0,45.0,0,20.64,10,Cloudy,0,23.2,Spring,1,75.0,2022,5,20,18,2,18.576,1,411.0,0,0.16411378555798686
2022-05-18,S001,P0008,Electronics,North,87.0,46.0,62,38.93,0,Cloudy,0,43.81,Spring,1,55.0,2022,5,20,18,2,38.93,0,41.0,0,0.625
2022-05-18,S001,P0009,Clothing,North,181.0,125.0,121,95.16,5,Cloudy,0,93.75,Spring,1,115.0,2022,5,20,18,2,90.40199999999999,1,56.0,0,0.6318681318681318
2022-05-18,S001,P0010,Furniture,North,138.0,63.0,0,101.67,20,Cloudy,1,99.3,Spring,1,58.0,2022,5,20,18,2,81.33600000000001,1,75.0,0,0.4172661870503597
2022-05-18,S001,P0011,Furniture,North,170.0,33.0,89,125.28,20,Cloudy,1,112.05,Spring,1,51.0,2022,5,20,18,2,100.224,1,137.0,0,0.2982456140350877
2022-05-18,S001,P0012,Groceries,North,211.0,42.0,0,66.19,5,Cloudy,0,61.53,Spring,1,37.0,2022,5,20,18,2,62.8805,1,169.0,0,0.17452830188679244
2022-05-18,S001,P0013,Toys,North,95.0,25.0,50,24.06,15,Cloudy,1,22.74,Spring,1,38.0,2022,5,20,18,2,20.450999999999997,1,70.0,0,0.3958333333333333
2022-05-18,S001,P0014,Groceries,North,216.0,78.0,0,73.39,5,Cloudy,0,66.25,Spring,1,100.0,2022,5,20,18,2,69.7205,1,138.0,0,0.4608294930875576
2022-05-18,S001,P0015,Toys,North,146.0,46.0,0,11.85,10,Cloudy,0,13.66,Spring,1,41.0,2022,5,20,18,2,10.665,1,100.0,0,0.2789115646258503
2022-05-18,S001,P0016,Groceries,North,7.0,7.0,0,38.35,10,Cloudy,1,36.97,Spring,1,111.0,2022,5,20,18,2,34.515,1,0.0,0,13.875
2022-05-18,S001,P0017,Toys,North,59.0,16.0,0,13.23,25,Cloudy,1,12.77,Spring,1,16.0,2022,5,20,18,2,9.9225,1,43.0,0,0.26666666666666666
2022-05-18,S001,P0018,Groceries,North,149.0,54.0,50,55.69,0,Cloudy,0,47.6,Spring,1,59.0,2022,5,20,18,2,55.69,0,95.0,0,0.3933333333333333
2022-05-18,S001,P0019,Furniture,North,77.0,60.0,66,97.64,10,Cloudy,1,105.34,Spring,1,64.0,2022,5,20,18,2,87.876,1,17.0,0,0.8205128205128205
2022-05-18,S001,P0020,Furniture,North,240.0,61.0,0,107.0,10,Cloudy,1,102.86,Spring,1,60.0,2022,5,20,18,2,96.3,1,179.0,0,0.24896265560165975
2022-05-18,S002,P0001,Groceries,South,413.0,79.0,0,71.2,5,Rainy,0,85.18,Spring,1,75.0,2022,5,20,18,2,67.64,1,334.0,0,0.18115942028985507
2022-05-18,S002,P0002,Toys,South,213.0,42.0,0,30.01,0,Rainy,0,26.99,Spring,1,53.0,2022,5,20,18,2,30.01,0,171.0,0,0.24766355140186916
2022-05-18,S002,P0003,Groceries,South,50.0,35.0,0,65.87,5,Rainy,0,57.66,Spring,1,41.0,2022,5,20,18,2,62.5765,1,15.0,0,0.803921568627451
2022-05-18,S002,P0004,Groceries,South,459.0,33.0,0,29.82,10,Rainy,0,33.06,Spring,1,33.0,2022,5,20,18,2,26.838,1,426.0,0,0.07173913043478261
2022-05-18,S002,P0005,Electronics,South,725.0,68.0,0,81.63,5,Rainy,0,80.87,Spring,1,60.0,2022,5,20,18,2,77.54849999999999,1,657.0,0,0.08264462809917356
2022-05-18,S002,P0006,Clothing,South,108.0,108.0,141,66.94,20,Rainy,1,57.38,Spring,1,159.0,2022,5,20,18,2,53.552,1,0.0,0,1.4587155963302751
2022-05-18,S002,P0007,Toys,South,233.0,19.0,0,22.71,0,Rainy,0,22.43,Spring,1,22.0,2022,5,20,18,2,22.71,0,214.0,0,0.09401709401709402
2022-05-18,S002,P0008,Groceries,South,77.0,43.0,78,24.83,0,Rainy,0,22.37,Spring,1,72.0,2022,5,20,18,2,24.83,0,34.0,0,0.9230769230769231
2022-05-18,S002,P0009,Groceries,South,108.0,39.0,0,55.58,0,Rainy,0,62.64,Spring,1,65.0,2022,5,20,18,2,55.58,0,69.0,0,0.5963302752293578
2022-05-18,S002,P0010,Groceries,South,75.0,59.0,82,77.67,10,Rainy,1,72.88,Spring,1,75.0,2022,5,20,18,2,69.903,1,16.0,0,0.9868421052631579
2022-05-18,S002,P0011,Groceries,South,403.0,74.0,0,70.73,20,Rainy,1,81.92,Spring,1,76.0,2022,5,20,18,2,56.584,1,329.0,0,0.18811881188118812
2022-05-18,S002,P0012,Electronics,South,334.0,39.0,0,56.12,0,Rainy,0,62.91,Spring,1,40.0,2022,5,20,18,2,56.12,0,295.0,0,0.11940298507462686
2022-05-18,S002,P0013,Groceries,South,268.0,45.0,188,17.43,15,Rainy,1,20.42,Spring,1,75.0,2022,5,20,18,2,14.8155,1,223.0,0,0.2788104089219331
2022-05-18,S002,P0014,Electronics,South,435.0,26.0,0,97.75,10,Rainy,0,89.83,Spring,1,43.0,2022,5,20,18,2,87.97500000000001,1,409.0,0,0.09862385321100918
2022-05-18,S002,P0015,Clothing,South,816.0,41.0,0,58.03,5,Rainy,0,50.53,Spring,1,49.0,2022,5,20,18,2,55.128499999999995,1,775.0,0,0.05997552019583843
2022-05-18,S002,P0016,Clothing,South,233.0,83.0,0,95.3,10,Rainy,1,93.19,Spring,1,136.0,2022,5,20,18,2,85.77,1,150.0,0,0.5811965811965812
2022-05-18,S002,P0017,Toys,South,186.0,13.0,0,14.13,10,Rainy,1,15.99,Spring,1,20.0,2022,5,20,18,2,12.717,1,173.0,0,0.10695187165775401
2022-05-18,S002,P0018,Clothing,South,111.0,68.0,68,27.67,0,Rainy,0,25.15,Spring,1,79.0,2022,5,20,18,2,27.67,0,43.0,0,0.7053571428571429
2022-05-18,S002,P0019,Clothing,South,485.0,35.0,0,55.89,20,Rainy,1,65.05,Spring,1,35.0,2022,5,20,18,2,44.712,1,450.0,0,0.0720164609053498
2022-05-18,S002,P0020,Furniture,South,98.0,24.0,0,90.14,15,Rainy,1,100.98,Spring,1,24.0,2022,5,20,18,2,76.619,1,74.0,0,0.24242424242424243
2022-05-18,S003,P0001,Toys,East,195.0,33.0,0,13.91,5,Cloudy,0,13.91,Spring,1,43.0,2022,5,20,18,2,13.2145,1,162.0,0,0.2193877551020408
2022-05-18,S003,P0002,Groceries,East,587.0,45.0,0,43.45,10,Cloudy,0,51.68,Spring,1,55.0,2022,5,20,18,2,39.105000000000004,1,542.0,0,0.0935374149659864
2022-05-18,S003,P0003,Electronics,East,133.0,24.0,0,69.77,0,Cloudy,0,82.47,Spring,1,29.0,2022,5,20,18,2,69.77,0,109.0,0,0.21641791044776118
2022-05-18,S003,P0004,Groceries,East,377.0,56.0,0,17.61,10,Cloudy,0,19.0,Spring,1,51.0,2022,5,20,18,2,15.849,1,321.0,0,0.1349206349206349
2022-05-18,S003,P0005,Toys,East,401.0,55.0,0,19.72,0,Cloudy,0,21.37,Spring,1,56.0,2022,5,20,18,2,19.72,0,346.0,0,0.13930348258706468
2022-05-18,S003,P0006,Toys,East,92.0,14.0,50,27.8,10,Cloudy,1,26.08,Spring,1,19.0,2022,5,20,18,2,25.02,1,78.0,0,0.20430107526881722
2022-05-18,S003,P0007,Groceries,East,236.0,72.0,0,14.94,5,Cloudy,0,17.3,Spring,1,87.0,2022,5,20,18,2,14.193,1,164.0,0,0.3670886075949367
2022-05-18,S003,P0008,Clothing,East,294.0,70.0,230,116.48,10,Cloudy,0,103.02,Spring,1,114.0,2022,5,20,18,2,104.83200000000001,1,224.0,0,0.3864406779661017
2022-05-18,S003,P0009,Groceries,East,131.0,55.0,0,52.67,0,Cloudy,0,58.14,Spring,1,89.0,2022,5,20,18,2,52.67,0,76.0,0,0.6742424242424242
2022-05-18,S003,P0010,Groceries,East,98.0,52.0,90,31.36,15,Cloudy,1,35.55,Spring,1,80.0,2022,5,20,18,2,26.656,1,46.0,0,0.8080808080808081
2022-05-18,S003,P0011,Electronics,East,215.0,61.0,0,89.1,20,Cloudy,1,106.6,Spring,1,65.0,2022,5,20,18,2,71.28,1,154.0,0,0.30092592592592593
2022-05-18,S003,P0012,Furniture,East,169.0,46.0,122,87.25,10,Cloudy,0,84.71,Spring,1,56.0,2022,5,20,18,2,78.525,1,123.0,0,0.32941176470588235
2022-05-18,S003,P0013,Groceries,East,564.0,88.0,0,53.68,25,Cloudy,1,50.52,Spring,1,78.0,2022,5,20,18,2,40.26,1,476.0,0,0.13805309734513274
2022-05-18,S003,P0014,Groceries,East,59.0,59.0,0,98.14,0,Cloudy,0,93.9,Spring,1,92.0,2022,5,20,18,2,98.14,0,0.0,0,1.5333333333333334
2022-05-18,S003,P0015,Groceries,East,127.0,61.0,0,98.41,5,Cloudy,0,93.46,Spring,1,99.0,2022,5,20,18,2,93.48949999999999,1,66.0,0,0.7734375
2022-05-18,S003,P0016,Electronics,East,296.0,39.0,0,71.09,20,Cloudy,1,82.01,Spring,1,61.0,2022,5,20,18,2,56.87200000000001,1,257.0,0,0.2053872053872054
2022-05-18,S003,P0017,Furniture,East,364.0,15.0,0,73.97,25,Cloudy,1,89.38,Spring,1,22.0,2022,5,20,18,2,55.4775,1,349.0,0,0.06027397260273973
2022-05-18,S003,P0018,Furniture,East,197.0,35.0,0,108.99,5,Cloudy,0,120.5,Spring,1,33.0,2022,5,20,18,2,103.5405,1,162.0,0,0.16666666666666666
2022-05-18,S003,P0019,Groceries,East,99.0,99.0,105,49.65,10,Cloudy,1,59.38,Spring,1,98.0,2022,5,20,18,2,44.685,1,0.0,0,0.98
2022-05-18,S003,P0020,Clothing,East,584.0,183.0,663,70.18,25,Cloudy,1,60.45,Spring,1,154.0,2022,5,20,18,2,52.635000000000005,1,401.0,0,0.26324786324786326
2022-05-18,S004,P0001,Groceries,West,292.0,74.0,0,9.4,10,Cloudy,0,10.87,Spring,1,80.0,2022,5,20,18,2,8.46,1,218.0,0,0.27303754266211605
2022-05-18,S004,P0002,Groceries,West,114.0,47.0,0,17.22,0,Cloudy,0,18.79,Spring,1,52.0,2022,5,20,18,2,17.22,0,67.0,0,0.45217391304347826
2022-05-18,S004,P0003,Furniture,West,291.0,25.0,0,112.32,10,Cloudy,0,97.48,Spring,1,32.0,2022,5,20,18,2,101.088,1,266.0,0,0.1095890410958904
2022-05-18,S004,P0004,Groceries,West,451.0,59.0,0,52.69,0,Cloudy,0,50.12,Spring,1,77.0,2022,5,20,18,2,52.69,0,392.0,0,0.17035398230088494
2022-05-18,S004,P0005,Clothing,West,126.0,6.0,0,52.07,0,Cloudy,0,57.81,Spring,1,9.0,2022,5,20,18,2,52.07,0,120.0,0,0.07086614173228346
2022-05-18,S004,P0006,Groceries,West,91.0,91.0,249,34.84,20,Cloudy,1,33.89,Spring,1,138.0,2022,5,20,18,2,27.872000000000003,1,0.0,0,1.5
2022-05-18,S004,P0007,Groceries,West,107.0,37.0,0,24.98,0,Cloudy,0,26.45,Spring,1,58.0,2022,5,20,18,2,24.98,0,70.0,0,0.5370370370370371
2022-05-18,S004,P0008,Furniture,West,90.0,12.0,0,70.99,10,Cloudy,0,83.53,Spring,1,19.0,2022,5,20,18,2,63.891,1,78.0,0,0.2087912087912088
2022-05-18,S004,P0009,Clothing,West,352.0,54.0,0,101.26,5,Cloudy,0,116.07,Spring,1,72.0,2022,5,20,18,2,96.197,1,298.0,0,0.20396600566572237
2022-05-18,S004,P0010,Groceries,West,450.0,65.0,0,18.54,20,Cloudy,1,20.39,Spring,1,66.0,2022,5,20,18,2,14.832,1,385.0,0,0.14634146341463414
2022-05-18,S004,P0011,Clothing,West,474.0,74.0,0,44.12,25,Cloudy,1,39.56,Spring,1,76.0,2022,5,20,18,2,33.089999999999996,1,400.0,0,0.16
2022-05-18,S004,P0012,Electronics,West,71.0,16.0,0,78.8,10,Cloudy,0,93.92,Spring,1,23.0,2022,5,20,18,2,70.92,1,55.0,0,0.3194444444444444
2022-05-18,S004,P0013,Groceries,West,298.0,91.0,0,18.88,10,Cloudy,1,20.51,Spring,1,104.0,2022,5,20,18,2,16.992,1,207.0,0,0.34782608695652173
2022-05-18,S004,P0014,Furniture,West,79.0,17.0,0,125.92,10,Cloudy,0,135.36,Spring,1,28.0,2022,5,20,18,2,113.328,1,62.0,0,0.35
2022-05-18,S004,P0015,Furniture,West,182.0,25.0,0,80.39,0,Cloudy,0,94.26,Spring,1,27.0,2022,5,20,18,2,80.39,0,157.0,0,0.14754098360655737
2022-05-18,S004,P0016,Furniture,West,252.0,16.0,0,72.74,25,Cloudy,1,86.65,Spring,1,25.0,2022,5,20,18,2,54.55499999999999,1,236.0,0,0.09881422924901186
